question_idx,question,gold_answer,predicted_answer,em,f1,qa_confidence,top_passage_id,n_gold_passages,hit@1,passage_recall@1,hit@3,passage_recall@3,hit@5,passage_recall@5,hit@10,passage_recall@10,hit@20,passage_recall@20
10,"An Australian artist, born the same year as artist Janet Cumbrae Stewart and fellow member of the Melbourne Society of Women Painters and Sculptors, had her painting featured on the cover of Women's World Magazine in 1923. What is the name of the painting?",Reve d'Or,,0.0,0.0,0.9834573566913605,55786,29,1.0,0.034482758620689655,1.0,0.10344827586206896,1.0,0.1724137931034483,1.0,0.27586206896551724,1.0,0.41379310344827586
11,"As of July 1, 2024, what is the parent company of the current record label of the singer of Edge of Seventeen?",Warner Music Group,,0.0,0.0,0.9598034024238586,63670,455,1.0,0.002197802197802198,1.0,0.004395604395604396,1.0,0.006593406593406593,1.0,0.008791208791208791,1.0,0.015384615384615385
12,The Basibasy mine is located in Madagascar. This mine is abundant in a specific chemical element that was discovered for the first time in 1791. The person who discovered this element was born on what is now known as a major US holiday - what holiday is this?,Christmas,Atsimo - Andrefana,0.0,0.0,0.49860936403274536,10146,161,1.0,0.006211180124223602,1.0,0.012422360248447204,1.0,0.018633540372670808,1.0,0.018633540372670808,1.0,0.024844720496894408
13,"One of Barbara Kingsolver's best known novels is about an American missionary family which moves to Africa. At the time, the country they move to was a Belgian colony. Which year did it become independent?",1960,1998,0.0,0.0,0.9182079136371613,10001,126,1.0,0.007936507936507936,1.0,0.023809523809523808,1.0,0.031746031746031744,1.0,0.05555555555555555,1.0,0.10317460317460317
14,Which football player got 15 or more assists in La Liga during the 2010-2011 season and also played for Arsenal at one point in his career?,This was Mesut Ozil.,,0.0,0.0,0.8272671103477478,82085,260,1.0,0.0038461538461538464,1.0,0.011538461538461539,1.0,0.019230769230769232,1.0,0.026923076923076925,1.0,0.05
15,In Slovakia there is a well known Film Festival called the Bratistlava International Film Festival. What city/ town was the film editor for the Grand Prix winner of 2003 born in?,Roudnice nad Labem,Bratislava,0.0,0.0,0.945794403553009,34459,29,1.0,0.034482758620689655,1.0,0.034482758620689655,1.0,0.034482758620689655,1.0,0.034482758620689655,1.0,0.034482758620689655
16,"On March 7th, 2012, the director James Cameron explored a very deep underseas trench.  As of August 3, 2024, how many times would the tallest building in San Francisco fit end to end from the bottom of the New Britain Trench to the surface of the ocean? The answer should be a rounded-off whole number.   ",28,,0.0,0.0,0.47101010382175446,72377,92,0.0,0.0,1.0,0.010869565217391304,1.0,0.021739130434782608,1.0,0.021739130434782608,1.0,0.021739130434782608
17,"In August of 2024, what is the first name of the mayor of the U.S. state capital city who attended the same university as at least one U.S. president and whose city is home to an outgoing or former full member of the Big 12 Conference",Leirion,,0.0,0.0,0.9200562536716461,92933,146,0.0,0.0,1.0,0.00684931506849315,1.0,0.00684931506849315,1.0,0.0136986301369863,1.0,0.0273972602739726
18,"How many years after the founding of the 50th most populous US city, based on 2023 estimate population data, did Frank Fox receive UK Patent (1344259)?","98 Years (Arlington, TX & Rubik's Cube)",,0.0,0.0,0.9029075503349304,45798,140,1.0,0.007142857142857143,1.0,0.007142857142857143,1.0,0.007142857142857143,1.0,0.014285714285714285,1.0,0.014285714285714285
19,"As of August 4, 2024, in what state was the first secretary of the latest United States federal executive department born?",Pennsylvania,Pennsylvania,1.0,1.0,0.9976628124713898,74391,55,1.0,0.01818181818181818,1.0,0.03636363636363636,1.0,0.05454545454545454,1.0,0.09090909090909091,1.0,0.10909090909090909
20,"As of August 1 2024, what is the most recently described genus of Colosteidae?","Deltaherpeton, first described in 2010",,0.0,0.0,0.9254549741744995,91970,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Małgorzata Rożniecka is a model who won the title of Miss International. What is the difference in title years from when she won and the pageant winner who was murdered by her stalker?,10 years,,0.0,0.0,0.4133770614862442,1097,12,1.0,0.08333333333333333,1.0,0.08333333333333333,1.0,0.08333333333333333,1.0,0.08333333333333333,1.0,0.4166666666666667
22,"According to the 1990 United States census, what was the total population of the cities in Oklahoma that had at least 100,000 residents according to the 2020 United States census?",950135,"10, 711, 908",0.0,0.0,0.9132955968379974,13645,313,1.0,0.003194888178913738,1.0,0.006389776357827476,1.0,0.006389776357827476,1.0,0.009584664536741214,1.0,0.012779552715654952
23,"What was the political party of the person who advocated for the type of government used in Chikhali, Latur district to become the foundation of India's political system?",Indian National Congress,,0.0,0.0,0.9651928246021271,61365,120,1.0,0.008333333333333333,1.0,0.008333333333333333,1.0,0.008333333333333333,1.0,0.008333333333333333,1.0,0.016666666666666666
24,"Giorgio Rognoni was an Italian professional footballer who played as a midfielder. 10 years after his death who was the midfielder who played in Milan that was born in Besana in Brianza,?",Demetrio Albertini,,0.0,0.0,0.9613465368747711,51811,29,1.0,0.034482758620689655,1.0,0.06896551724137931,1.0,0.06896551724137931,1.0,0.06896551724137931,1.0,0.06896551724137931
25,What was the age difference between Mike Tyson and Tyson Fury on the respective days on which they lost their first ever fights? Represent the figure in years only.,12 years.,,0.0,0.0,0.5432911068201065,46311,277,1.0,0.0036101083032490976,1.0,0.010830324909747292,1.0,0.018050541516245487,1.0,0.036101083032490974,1.0,0.07220216606498195
26,"Using the Pruett rule, out of all of the blue moons that occurred between the beginning of World War I and the end of World War II, how many of them occurred on the 31st of the month?",9,,0.0,0.0,0.9602884948253632,55803,301,0.0,0.0,1.0,0.006644518272425249,1.0,0.006644518272425249,1.0,0.009966777408637873,1.0,0.029900332225913623
27,What number would Tommy Lawton have worn playing for Chelsea FC?,9,,0.0,0.0,0.9875464737415314,13010,102,1.0,0.00980392156862745,1.0,0.0196078431372549,1.0,0.029411764705882353,1.0,0.049019607843137254,1.0,0.08823529411764706
28,"If you subtract the year that William McCrary ""Billy"" Ray II was born from the year Obama was first sworn in as President to the United States and multiply it by the number of administrative regions in France as of January 1, 2024, what number would you get?",828,,0.0,0.0,0.7392882704734802,61019,153,1.0,0.006535947712418301,1.0,0.013071895424836602,1.0,0.013071895424836602,1.0,0.0196078431372549,1.0,0.0196078431372549
29,"If Princess Diana had been born three years earlier, who would have been Prime Minister when she was ten? ",Harold Wilson,The Honourable Diana Frances Spencer,0.0,0.0,0.8702583312988281,8756,139,0.0,0.0,1.0,0.007194244604316547,1.0,0.014388489208633094,1.0,0.02158273381294964,1.0,0.04316546762589928
30,"As of August 1, 2024, what is the population of the writer of the ""Culdcept Saga""'s birthplace? Write the answer to the nearest million, in characters.",Two million.,,0.0,0.0,0.9529280066490173,13644,40,0.0,0.0,1.0,0.025,1.0,0.025,1.0,0.05,1.0,0.05
31,What is the middle name of the U.S. president who died on the same day of the year as Virginia Woolf?,David,,0.0,0.0,0.9402670860290527,91605,269,0.0,0.0,1.0,0.0037174721189591076,1.0,0.007434944237918215,1.0,0.01486988847583643,1.0,0.02973977695167286
32,"As of 2010, if you added the number of times Brazil had won the World Cup to the amount of times the Chicago Bulls had won the NBA Championship and multiplied this number by the amount of times the Dallas Cowboys had won the Super Bowl, what number are you left with?",55,,0.0,0.0,0.946308434009552,40709,308,0.0,0.0,0.0,0.0,1.0,0.003246753246753247,1.0,0.003246753246753247,1.0,0.006493506493506494
33,How old would the founder of the publishing company of the magazine that serialized the manga series Raw Hero have been the year the magazine ended publication?,145,"February 28, 2023",0.0,0.0,0.6628086864948273,47461,24,0.0,0.0,1.0,0.041666666666666664,1.0,0.041666666666666664,1.0,0.041666666666666664,1.0,0.08333333333333333
34,The oldest extant football team in Italy plays in a stadium.   The stadium is named after a person.   Who was the emperor of China when that person was 5 years old?,Guangxu,"Genoa CFC and UC Sampdoria football clubs, it opened in 1911 and is the oldest stadium still in use for football and other sports in Italy. Aside from football, the stadium has hosted meetings of rugby in the Italian national rugby team and, more rarely, some concerts. The stadium is named after Luigi Ferraris",0.0,0.0,0.4913102984428406,13915,127,1.0,0.007874015748031496,1.0,0.007874015748031496,1.0,0.015748031496062992,1.0,0.015748031496062992,1.0,0.015748031496062992
35,"Of the four main characters on Seinfeld, which actor is the oldest?",Michael Richards,,0.0,0.0,0.889257550239563,89907,237,1.0,0.004219409282700422,1.0,0.012658227848101266,1.0,0.02109704641350211,1.0,0.04219409282700422,1.0,0.07172995780590717
36,"How old was Harvard University, when the person whom the longest river in British Columbia is named after, was born?  The river in question only flows within the confines of British Columbia and does not enter any other province or territory.  ",140 years old.,,0.0,0.0,0.9862875938415527,92899,114,0.0,0.0,1.0,0.008771929824561403,1.0,0.02631578947368421,1.0,0.043859649122807015,1.0,0.06140350877192982
37,"On the same day that the The Mercedes-Benz W222 arrived at dealerships, a star of the sit-com Modern Family was wed. Who did the star marry?",Justin Mikita,,0.0,0.0,0.9897338151931763,48934,113,1.0,0.008849557522123894,1.0,0.008849557522123894,1.0,0.017699115044247787,1.0,0.02654867256637168,1.0,0.035398230088495575
38,Which species from the genus mulona are both found in the same country?,Mulona barnesi and mulona schausi,Macaques,0.0,0.0,0.8294303715229034,63379,7,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,0.14285714285714285
39,"As of July 1, 2024, if I wanted to give my daughter the middle name of the American woman who is the most decorated female in the history of American gymnastics as her first name and the full first name of the American woman who holds the world record in the 800-meter freestyle as her middle name, what would I name my daughter? ",Arianne Kathleen,,0.0,0.0,0.9354622662067413,39772,164,1.0,0.006097560975609756,1.0,0.012195121951219513,1.0,0.018292682926829267,1.0,0.018292682926829267,1.0,0.036585365853658534
40,I am thinking of a Ancient Roman City.  The city was destroyed by volcanic eruption.  The eruption occurred in the year 79 AD.  The volcano was a stratovolcano.    Where was the session held where it was decided that the city would be named a UNESCO world heritage site?,Naples,,0.0,0.0,0.9458193182945251,65484,147,1.0,0.006802721088435374,1.0,0.006802721088435374,1.0,0.02040816326530612,1.0,0.034013605442176874,1.0,0.061224489795918366
41,What Formula One car was driven in 1994 by the nephew of a racing driver from Italy who drove a Ferrari 312T and shares a last name with a common cocktail drink?,Minardi M194,,0.0,0.0,0.7297214567661285,81281,35,1.0,0.02857142857142857,1.0,0.05714285714285714,1.0,0.05714285714285714,1.0,0.05714285714285714,1.0,0.05714285714285714
42,"As of August 1, 2024, who is the president of the team that inspired the original name of the Washington Commanders?",Derek Schiller,George Preston Marshall,0.0,0.0,0.8711332678794861,64643,188,1.0,0.005319148936170213,1.0,0.010638297872340425,1.0,0.015957446808510637,1.0,0.02127659574468085,1.0,0.026595744680851064
43,"As of 2023, how many more employees does the company alphabetically first by ticker symbol in the S&P500 have than the company alphabetically 2nd to last by ticker symbol in the S&P500?","8,350",,0.0,0.0,0.9764651358127594,86874,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,"I am moving to the G40 postcode area - what train stations are nearby, as of 2024?",Bridgeton Railway Station and Dalmarnock Railway Station.,,0.0,0.0,0.6833674013614655,80360,51,1.0,0.0196078431372549,1.0,0.058823529411764705,1.0,0.0784313725490196,1.0,0.11764705882352941,1.0,0.19607843137254902
45,How old was Stephen Baldwin when Hailey and Justin got married?,52,"November 22, 1996",0.0,0.0,0.9387089312076569,59394,29,1.0,0.034482758620689655,1.0,0.10344827586206896,1.0,0.1724137931034483,1.0,0.2413793103448276,1.0,0.27586206896551724
46,"As of August 1, 2024, what is the largest city of the 9th largest country by land area in Europe?",The largest city of the 9th largest country in Europe is Warsaw.,Bilbao,0.0,0.0,0.39564988017082214,73014,125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.008,1.0,0.008
47,What was the running time of the first cartoon in the series that inspired the name of the Looney Tunes franchise?,5 minutes and 31 seconds,,0.0,0.0,0.9546091556549072,68478,81,1.0,0.012345679012345678,1.0,0.037037037037037035,1.0,0.06172839506172839,1.0,0.12345679012345678,1.0,0.24691358024691357
48,"The state, whose motto was adopted March 26, 1928, has 0.94% of the population in 2024 speaking a language that is native to which country?",Philippines,,0.0,0.0,0.6270411312580109,73839,209,0.0,0.0,1.0,0.004784688995215311,1.0,0.004784688995215311,1.0,0.004784688995215311,1.0,0.014354066985645933
49,"As of 2024, at the time of his birth, what was the middle name of the U.S. president who won Alaska, graduated from Yale University, and had a son named Michael?",Lynch,,0.0,0.0,0.9802915751934052,1646,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,"The first white man to visit the indigenous people who were forced on a reserve during the Klondike Gold Rush, worked for a company who officially stopped selling what in 2023?",Animal Fur Products,,0.0,0.0,0.9617811441421509,88813,231,1.0,0.004329004329004329,1.0,0.012987012987012988,1.0,0.021645021645021644,1.0,0.04329004329004329,1.0,0.06926406926406926
51,"What state is the home of the losing team of the World Series three years before ""Old Shufflefoot"" managed his team to victory? ",Illinois,,0.0,0.0,0.964398205280304,92002,162,0.0,0.0,1.0,0.006172839506172839,1.0,0.006172839506172839,1.0,0.006172839506172839,1.0,0.012345679012345678
52,Was the person who served as president of the Scottish National Party from 1987 to 2005 alive when the party was founded?,Yes,Winnie Ewing,0.0,0.0,0.5749105513095856,85779,93,1.0,0.010752688172043012,1.0,0.021505376344086023,1.0,0.03225806451612903,1.0,0.053763440860215055,1.0,0.08602150537634409
53,"In series six of Downton Abbey, Lord Merton is diagnosed with a terminal condition. A deficiency in which vitamin causes this condition?",Vitamin B12,pernicious anaemia,0.0,0.0,0.46168772876262665,59479,126,1.0,0.007936507936507936,1.0,0.023809523809523808,1.0,0.03968253968253968,1.0,0.06349206349206349,1.0,0.10317460317460317
54,How many letters long is the title of the first movie composed by the composer of the first American Godzilla movie?,17,149 minutes,0.0,0.0,0.894112765789032,94204,160,0.0,0.0,1.0,0.00625,1.0,0.0125,1.0,0.01875,1.0,0.0375
55,"The author of the book ""A Good Woman""'s author was married to a man in 2008, who resigned from the board of HP due to the actions taken by the board's chair. What types of cancer did the chair survive?",Breast and skin,,0.0,0.0,0.9818059802055359,46361,47,1.0,0.02127659574468085,1.0,0.0425531914893617,1.0,0.06382978723404255,1.0,0.0851063829787234,1.0,0.0851063829787234
56,"Benjamin Waterhouse Hawkins was commissioned to sculpt a series of life-size dinosaurs between 1852-54.  In this location, one species only had its head and back built with the rest of its body submerged underwater because they didn't know what it looked like then.  Where is this display located in 2024, which dinosaur species was this, and what did the rest of its body look like after all? ","Crystal Palace Park.  The dinosaur is Mosasaurus, it had a streamlined body, an elongated tail ending with a downturn supporting a two-lobed fin, and two pairs of flippers. ",,0.0,0.0,0.841064065694809,94251,150,1.0,0.006666666666666667,1.0,0.02,1.0,0.03333333333333333,1.0,0.03333333333333333,1.0,0.06
57,The Assistant to the Regional Manager on The Office TV show (US version) has a farm. You can obtain what food colorant from the crop he grows?,Betanin,,0.0,0.0,0.8643023371696472,63160,79,1.0,0.012658227848101266,1.0,0.02531645569620253,1.0,0.0379746835443038,1.0,0.06329113924050633,1.0,0.08860759493670886
58,How many Pokemon World Championships occurred in the contiguous United States during the presidency of Barack Obama?,"- Five Pokemon World Championships took place in the contiguous United States during Barack Obama's presidency - The championships tournaments were  2009 (San Diego, California), 2011 (San Diego, California),  2014 (Washington, D.C.), 2015 (Boston, Massachusetts) and 2016 (San Francisco, California)",,0.0,0.0,0.9957076609134674,13639,186,1.0,0.005376344086021506,1.0,0.010752688172043012,1.0,0.010752688172043012,1.0,0.016129032258064516,1.0,0.03763440860215054
59,"Put these historical events in chronological order, starting with the earliest: The Beatles play Ed Sullivan, the fall of the Berlin Wall, The Great Depression, Atlanta Summer Games, World War I. ","World War I, The Great Depression, The Beatles play Ed Sullivan, the fall of the Berlin Wall, Atlanta Summer Games. ",,0.0,0.0,0.9701721966266632,38420,542,1.0,0.0018450184501845018,1.0,0.0018450184501845018,1.0,0.0036900369003690036,1.0,0.01107011070110701,1.0,0.02029520295202952
60,This individual won a Best Director Award at the 33rd Japan Academy Prize ceremony and is known for having directed a film that briefly surpassed the Godfather as the highest-grossing film in Japan for a short time. Which film was longer - The Godfather or his film - and by how many minutes?,The Godfather (1972) was longer than Submersion in Japan (1973) by 32 minutes.,,0.0,0.0,0.988999217748642,50731,101,0.0,0.0,1.0,0.019801980198019802,1.0,0.039603960396039604,1.0,0.04950495049504951,1.0,0.04950495049504951
61,The manga 'Sailor Moon' was authored by a woman. What manga did her husband win the Shogakukan Manga Award for authoring?,YuYu Hakusho,,0.0,0.0,0.9588720500469208,89187,89,1.0,0.011235955056179775,1.0,0.033707865168539325,1.0,0.056179775280898875,1.0,0.11235955056179775,1.0,0.1797752808988764
62,Where did the daughter of the winner of the first US presidential election to occur after the official end of WWII  attend university?,George Washington University,,0.0,0.0,0.9255985617637634,47520,424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0047169811320754715
63,"In the style of wrestling performed by former Greek wrestler Mikhail Theodoropoulos, who won the inaugural olympic medal?",Carl Schuhmann.,,0.0,0.0,0.8826070129871368,86285,55,1.0,0.01818181818181818,1.0,0.05454545454545454,1.0,0.07272727272727272,1.0,0.09090909090909091,1.0,0.18181818181818182
64,What is the difference in elevation between the respective peaks of Eggstock (Uri Alps) and Eggstock (Schwyzer Alps) in Switzerland? Convert the final figure to centimetres and round up to the nearest 1000.,"110,000cm.",,0.0,0.0,0.9769286513328552,87816,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
65,"How many films had the actress who played Trudi Frazer in ""Once Upon a Time in Hollywood"" acted in before?",3,"How many films had the actress who played Trudi Frazer in "" Once Upon a Time in Hollywood "" acted in before? Julia Butters ( born April 15, 2009 ) is an American actress. She began her career at the age of five, and starred as Trudi Fraser in the film Once Upon a Time in Hollywood ( 2019 ), for which she was nominated for the Critics ' Choice Movie Award for Best Young Actor / Actress, and as Reggie Fabelman in The Fabelmans ( 2022 ). She rose to prominence for playing Anna - Kat Otto in American Housewife ( 2016 – 2020 ), and for playing Harper Coleman in Freakier Friday ( 2025 ). Early life Butters was born on April 15, 2009, in Los Angeles. Her father Darrin Butters is a Disney animator who has worked on films such as Frozen and Ralph Breaks the Internet. Career Julia Butters began her career doing commercials. Her first speaking role was the role of Gabby in Criminal Minds. In 2016, Butters portrayed the recurring role of Ella in the Amazon Prime Video series Transparent. Later that year, she began starring in the ABC sitcom American Housewife as Anna - Kat Otto. While Quentin Tarantino was writing the script of his ninth",0.0,0.0,0.4871525913476944,24832,138,1.0,0.007246376811594203,1.0,0.021739130434782608,1.0,0.036231884057971016,1.0,0.07246376811594203,1.0,0.11594202898550725
66,The founder of the production company at which Tim Allsop and Stewart Williams met received a bachelor's degree from a college in the state of New York. In what year was this college's sibling institution founded?,1701,,0.0,0.0,0.9897337257862091,79663,165,0.0,0.0,0.0,0.0,1.0,0.006060606060606061,1.0,0.012121212121212121,1.0,0.01818181818181818
67,Which player scored more than 15 goals in Eredevisie during the 21-22 season and had previously played for Auxerre?,Sébastien Haller scored 21 goals that season and previously played for Auxerre.,,0.0,0.0,0.9763444662094116,7953,60,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.016666666666666666,1.0,0.016666666666666666
68,"The latest game, as of August 4, 2024, from the creator of Kirby won an award at The Game Awards. What won Game of the Year the following year?",The Last of Us Part II,,0.0,0.0,0.8666375577449799,80021,130,0.0,0.0,1.0,0.007692307692307693,1.0,0.007692307692307693,1.0,0.007692307692307693,1.0,0.007692307692307693
69,By how many years does the inception of the party to which former Finnish MP Lea Rakel Hiltunen last belonged predate the foundation of the Parliament of Finland itself?,7 years.,1999 to 2015,0.0,0.0,0.8160879015922546,64632,82,1.0,0.012195121951219513,1.0,0.036585365853658534,1.0,0.06097560975609756,1.0,0.12195121951219512,1.0,0.1951219512195122
70,"According to the population data in their respective Wikipedia articles in August 2024, what is the difference between the population of Seattle, WA, and Portland, OR, according to the data from 2020?","84,512",,0.0,0.0,0.9103119969367981,42264,243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00823045267489712
71,"What was the Enhanced Fujita Scale rating of the 2011 tornado that hit the hometown of the band who had a controversial interview with Bryan Odell on June 3, 2012?  ","EF5- Joplin, Missouri",F5,0.0,0.0,0.9592132568359375,49568,91,0.0,0.0,1.0,0.02197802197802198,1.0,0.03296703296703297,1.0,0.04395604395604396,1.0,0.06593406593406594
72,Which MP standing as the leader of a major party in the 2019 United Kingdom General Election was also an MP for Henley?,Boris Johnson was leader of the Conservative Party and a former MP for Henley.,Rory Stewart,0.0,0.0,0.8431878387928009,42360,483,0.0,0.0,1.0,0.002070393374741201,1.0,0.002070393374741201,1.0,0.004140786749482402,1.0,0.014492753623188406
73,Who was the author of the novel whose film adaptation lead singer Mark Arm took the name of his band from?,Raymond Friday Locke,Owen Sheers,0.0,0.0,0.847838968038559,54023,35,0.0,0.0,1.0,0.02857142857142857,1.0,0.02857142857142857,1.0,0.02857142857142857,1.0,0.05714285714285714
74,"As of August 3, 2024, how much taller was the tsunami wave of the most powerful earthquake in North America than the most powerful earthquake ever recorded in Japan?",26.5 meters of 87 feet,40. 5 meters,0.0,0.25,0.792136013507843,18319,141,0.0,0.0,1.0,0.0070921985815602835,1.0,0.014184397163120567,1.0,0.03546099290780142,1.0,0.06382978723404255
75,"How old would the 1975 winner of the Lenore Marshall Poetry Prize have been if they were still alive on the date when Rupi Kaur released her book titled, ""Milk and Honey""?",90,"How old would the 1975 winner of the Lenore Marshall Poetry Prize have been if they were still alive on the date when Rupi Kaur released her book titled, "" Milk and Honey ""? The Lenore Marshall Poetry Prize is administered by the Academy of American Poets selected by the New Hope Foundation in 1994. Established in 1975, this $ 25, 000 award recognizes the most outstanding book of poetry published in the United States in the previous year. The Prize was created in 1975 by the New Hope Foundation of Pennsylvania, which was a philanthropic foundation created by Lenore Marshall and her husband, James Marshall, to "" support the arts and the cause of world peace "" ; Lenore Marshall, a poet, novelist, editor, and peace activist, had died in 1971",0.0,0.0,0.539002925157547,88621,25,1.0,0.04,1.0,0.12,1.0,0.2,1.0,0.32,1.0,0.4
76,A united states island that is only 90 miles away from Cuba has been the home of several famous people. In what year did the famous author who owns a book store there first start writing?,1959,,0.0,0.0,0.94244784116745,24261,109,0.0,0.0,1.0,0.009174311926605505,1.0,0.009174311926605505,1.0,0.009174311926605505,1.0,0.009174311926605505
77,"According to the 2011 census, what is total population of the cities of the birthplaces of author Clive Barker, Prince William, and Sir Malcolm Stanley Bradbury? Round to the nearest 100,000. ","11,300,000","1, 413, 959",0.0,0.0,0.7876070737838745,13645,262,0.0,0.0,1.0,0.003816793893129771,1.0,0.003816793893129771,1.0,0.011450381679389313,1.0,0.015267175572519083
78,"Of the two wonders of the ancient world that were statues, how much shorter was the taller of the two compared to the tallest statue in Japan as of 2024?",222 ft,,0.0,0.0,0.2794954925775528,44500,61,1.0,0.01639344262295082,1.0,0.04918032786885246,1.0,0.06557377049180328,1.0,0.14754098360655737,1.0,0.26229508196721313
79,"The actor known for playing Kenny ""Shammy"" Shamberg in Magnum P.I. was born how days before the Apollo 11 moon landing?",844 days.,Christopher Thornton,0.0,0.0,0.9554580748081207,94988,163,1.0,0.006134969325153374,1.0,0.012269938650306749,1.0,0.012269938650306749,1.0,0.012269938650306749,1.0,0.024539877300613498
80,"As of January 1, 2024, what was the warmest decade, since the 17th century, around the ocean that surrounds Litke Deep?",The warmest decade for the Arctic Ocean since the 17th century was during the period of 1995–2005.,,0.0,0.0,0.985384076833725,2202,93,1.0,0.010752688172043012,1.0,0.03225806451612903,1.0,0.053763440860215055,1.0,0.07526881720430108,1.0,0.07526881720430108
81,"Which of the bridges in Halifax, Nova Scotia is longer, and by how much? The MacKay, or the MacDonald? ",The MacDonald Bridge (1300 metres) is 100 metres longer than the MacKay (1200 metres).,A. Murray MacKay Bridge,0.0,0.26666666666666666,0.387291356921196,15044,21,1.0,0.047619047619047616,1.0,0.14285714285714285,1.0,0.19047619047619047,1.0,0.3333333333333333,1.0,0.47619047619047616
82,Which section of IPSC Australia Inc. is larger than Honshu and smaller than Sumatra by area?,Victoria and Tasmania,,0.0,0.0,0.9103616178035736,58266,613,1.0,0.0016313213703099511,1.0,0.0016313213703099511,1.0,0.0032626427406199023,1.0,0.004893964110929853,1.0,0.01794453507340946
83,"As of August 1, 2024, are there any cities in England that are more populated than Philadelphia, and which cities are they?","Yes, London",Pittsburgh,0.0,0.0,0.44242621399462223,55258,144,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.006944444444444444,1.0,0.013888888888888888
